-0.43256,-1.6656,0.12533
0.28768,-1.1465,1.1909
1.1892,-0.037633,0.32729
0.17464,-0.18671,0.72579
-0.58832,2.1832,-0.1364
0.11393,1.0668,0.059281
-0.095648,-0.83235,0.29441
-1.3362,0.71432,1.6236
-0.69178,0.858,1.254
-1.5937,-1.441,0.57115
-0.39989,0.69,0.81562
0.71191,1.2902,0.6686
1.1908,-1.2025,-0.01979
-0.15672,-1.6041,0.2573
-1.0565,1.4151,-0.80509
0.52874,0.21932,-0.9219
-2.1707,-0.059188,-1.0106
0.61446,0.50774,1.6924
0.59128,-0.6436,0.38034
-1.0091,-0.019511,-0.048221
4.3192e-05,-0.31786,1.095
-1.874,0.42818,0.89564
0.73096,0.57786,0.040314
0.67709,0.5689,-0.25565
-0.37747,-0.29589,-1.4751
-0.234,0.11844,0.31481
1.4435,-0.35097,0.62323
0.79905,0.94089,-0.99209
0.21204,0.23788,-1.0078
-0.74204,1.0823,-0.1315
0.38988,0.087987,-0.63547
-0.55957,0.44365,-0.9499
0.78118,0.56896,-0.82171
-0.26561,-1.1878,-2.2023
0.98634,-0.51864,0.32737
0.23406,0.021466,-1.0039
-0.94715,-0.37443,-1.1859
-1.0559,1.4725,0.055744
-1.2173,-0.041227,-1.1283
-1.3493,-0.2611,0.95347
0.12864,0.65647,-1.1678
-0.46061,-0.26244,-1.2132
-1.3194,0.93122,0.011245
-0.64515,0.80573,0.23163
-0.98976,1.3396,0.2895
1.4789,1.138,-0.68414
-1.2919,-0.072926,-0.3306
-0.84363,0.49777,1.4885
-0.54648,-0.84676,-0.24634
0.66302,-0.8542,-1.2013
-0.11987,-0.065294,0.4853
-0.59549,-0.14967,-0.43475
-0.07933,1.5352,-0.60648
-1.3474,0.46938,-0.90357
0.03588,-0.62753,0.5354
0.55288,-0.20369,-2.0543
0.13256,1.5929,1.0184
-1.5804,-0.078662,-0.68166
-1.0246,-1.2344,0.28881
-0.4293,0.055801,-0.36787
-0.46497,0.37096,0.72828
2.1122,-1.3573,-1.0226
1.0378,-0.3898,-1.3813
0.31554,1.5532,0.70789
1.9574,0.50454,1.8645
-0.33981,-1.1398,-0.21112
1.1902,-1.1162,0.63527
-0.60141,0.55118,-1.0998
0.085991,-2.0046,-0.49309
0.46205,-0.321,1.2366
-0.63128,-2.3252,-1.2316
1.0556,-0.11322,0.37922
0.9442,-2.1204,-0.64468
-0.7043,-1.0181,-0.18208
1.521,-0.038439,1.2274
-0.6962,0.0075245,-0.78289
0.58694,-0.25121,0.48014
0.66816,-0.078321,0.88917
2.3093,0.52464,-0.011787
0.91314,0.055941,-1.1071
0.4855,-0.0050051,-0.27622
1.2765,1.8634,-0.52256
0.10342,-0.80765,0.68044
-2.3646,0.99011,0.2189
0.26166,1.2134,-0.27467
-0.13313,-1.2705,-1.6636
-0.70355,0.28088,-0.54121
-1.3335,1.0727,-0.71209
-0.011286,-0.00081703,-0.24944
0.39658,-0.26401,-1.664
-1.029,0.24309,-1.2566
-0.34718,-0.94137,-1.1746
-1.0211,-0.40167,0.17367
-0.11612,1.0641,-0.24539
-1.5175,0.0097342,0.071373
0.31654,0.49983,1.2781
-0.54782,0.26081,-0.013177
-0.58026,2.1363,-0.25762
-1.4095,1.7701,0.32555
-1.119,0.62035,1.2698
-0.89604,0.13518,-0.13904
-1.1634,1.1837,-0.01543
0.53622,-0.71643,-0.65556
0.31436,0.10681,1.8482
-0.27511,2.2126,1.5085
-1.9451,-1.6805,-0.57353
-0.18582,0.0089341,0.83695
-0.72227,-0.72149,-0.20118
-0.020464,0.27889,1.0583
0.62167,-1.7506,0.69735
0.81149,0.63634,1.3101
0.3271,-0.67299,-0.14933
-2.449,0.47329,0.11695
-0.5911,-0.65471,-1.0807
-0.047731,0.37934,-0.33036
-0.4999,-0.035979,-0.17476
-0.95727,1.2925,0.44091
1.2809,-0.49773,-1.1187
0.80765,0.0412,-0.75621
-0.089129,-2.0089,1.0839
-0.98119,-0.68849,1.3395
-0.90924,-0.41286,-0.50616
1.6197,0.080901,-1.0811
-1.1245,1.7357,1.9375
1.6351,-1.2559,-0.21354
-0.19893,0.3075,-0.57233
-0.97765,-0.44681,1.0821
2.3726,0.22929,-0.26662
0.70167,-0.48759,1.8625
1.1069,-1.2276,-0.66989
1.3409,0.38808,0.39306
-1.7073,0.22786,0.68563
-0.63679,-1.0026,-0.18562
-1.054,-0.071539,0.2792
1.3733,0.17984,-0.54202
1.6342,0.82522,0.23076
0.67163,-0.50808,0.85635
0.2685,0.62498,-1.0473
1.5357,0.43443,-1.9171
0.46994,1.2744,0.63854
1.3808,1.3198,-0.90943
-2.3056,1.7887,0.3908
0.020324,-0.40598,-1.5349
0.22137,-1.3745,-0.83929
